File: 128MB_image.png
Buffer: 128
itr_count: 0
_get_2d_array: 0.000051166
dwt2d: 0.000317031
dwt2d: 0.000089572
sha256_with_key: 0.000044277
sha512_with_key: 0.000037592
xor_with_sha_key_numba: 0.000028092
xor_with_sha_key: 0.000060647
xor_with_sha_key_numba: 0.000119072
xor_with_sha_key: 0.000149960
aes_encrypt: 0.000203774
_se_encrypt: 0.001155793
itr_count: 1
_get_2d_array: 0.000023815
dwt2d: 0.000269181
dwt2d: 0.000081239
sha256_with_key: 0.000032611
sha512_with_key: 0.000034574
xor_with_sha_key_numba: 0.000053888
xor_with_sha_key: 0.000081720
xor_with_sha_key_numba: 0.000056517
xor_with_sha_key: 0.000080850
aes_encrypt: 0.000138053
_se_encrypt: 0.000908890
itr_count: 2
_get_2d_array: 0.000018889
dwt2d: 0.000246847
dwt2d: 0.000078406
sha256_with_key: 0.000025388
sha512_with_key: 0.000030221
xor_with_sha_key_numba: 0.000024111
xor_with_sha_key: 0.000049296
xor_with_sha_key_numba: 0.000075832
xor_with_sha_key: 0.000098165
aes_encrypt: 0.000137442
_se_encrypt: 0.000842021
itr_count: 3
_get_2d_array: 0.000019648
dwt2d: 0.000249032
dwt2d: 0.000079313
sha256_with_key: 0.000025999
sha512_with_key: 0.000030018
xor_with_sha_key_numba: 0.000024574
xor_with_sha_key: 0.000048684
xor_with_sha_key_numba: 0.000054277
xor_with_sha_key: 0.000073721
aes_encrypt: 0.000217329
_se_encrypt: 0.000899112
itr_count: 4
_get_2d_array: 0.000019648
dwt2d: 0.000243495
dwt2d: 0.000075962
sha256_with_key: 0.000025240
sha512_with_key: 0.000031018
xor_with_sha_key_numba: 0.000024129
xor_with_sha_key: 0.000047999
xor_with_sha_key_numba: 0.000054703
xor_with_sha_key: 0.000076739
aes_encrypt: 0.000144923
_se_encrypt: 0.000813336
itr_count: 5
_get_2d_array: 0.000017425
dwt2d: 0.000227848
dwt2d: 0.000075850
sha256_with_key: 0.000023463
sha512_with_key: 0.000027907
xor_with_sha_key_numba: 0.000023444
xor_with_sha_key: 0.000048240
xor_with_sha_key_numba: 0.000055296
xor_with_sha_key: 0.000077017
aes_encrypt: 0.000124350
_se_encrypt: 0.000773967
itr_count: 6
_get_2d_array: 0.000018425
dwt2d: 0.000256311
dwt2d: 0.000076813
sha256_with_key: 0.000023666
sha512_with_key: 0.000029407
xor_with_sha_key_numba: 0.000023351
xor_with_sha_key: 0.000049110
xor_with_sha_key_numba: 0.000054147
xor_with_sha_key: 0.000076184
aes_encrypt: 0.000120035
_se_encrypt: 0.000798319
itr_count: 7
_get_2d_array: 0.000017259
dwt2d: 0.000242477
dwt2d: 0.000075980
sha256_with_key: 0.000024296
sha512_with_key: 0.000028536
xor_with_sha_key_numba: 0.000024629
xor_with_sha_key: 0.000049592
xor_with_sha_key_numba: 0.000055499
xor_with_sha_key: 0.000079628
aes_encrypt: 0.000124201
_se_encrypt: 0.000791226
itr_count: 8
_get_2d_array: 0.000018055
dwt2d: 0.000224737
dwt2d: 0.000074721
sha256_with_key: 0.000024629
sha512_with_key: 0.000029518
xor_with_sha_key_numba: 0.000023555
xor_with_sha_key: 0.000046907
xor_with_sha_key_numba: 0.000052832
xor_with_sha_key: 0.000072425
aes_encrypt: 0.000121923
_se_encrypt: 0.000776893
itr_count: 9
_get_2d_array: 0.000017518
dwt2d: 0.000219922
dwt2d: 0.000074035
sha256_with_key: 0.000023018
sha512_with_key: 0.000027481
xor_with_sha_key_numba: 0.000023537
xor_with_sha_key: 0.000064869
xor_with_sha_key_numba: 0.000056555
xor_with_sha_key: 0.000080721
aes_encrypt: 0.000120979
_se_encrypt: 0.000780541
itr_count: 10
_get_2d_array: 0.000019073
dwt2d: 0.000229292
dwt2d: 0.000080813
sha256_with_key: 0.000022666
sha512_with_key: 0.000027611
xor_with_sha_key_numba: 0.000021963
xor_with_sha_key: 0.000044388
xor_with_sha_key_numba: 0.000052407
xor_with_sha_key: 0.000071832
aes_encrypt: 0.000136350
_se_encrypt: 0.000773078
itr_count: 11
_get_2d_array: 0.000018240
dwt2d: 0.000256199
dwt2d: 0.000075221
sha256_with_key: 0.000022574
sha512_with_key: 0.000027981
xor_with_sha_key_numba: 0.000023722
xor_with_sha_key: 0.000047407
xor_with_sha_key_numba: 0.000054832
xor_with_sha_key: 0.000079036
aes_encrypt: 0.000122775
_se_encrypt: 0.000797189
itr_count: 12
_get_2d_array: 0.000019537
dwt2d: 0.000233051
dwt2d: 0.000079683
sha256_with_key: 0.000023185
sha512_with_key: 0.000027129
xor_with_sha_key_numba: 0.000023536
xor_with_sha_key: 0.000047351
xor_with_sha_key_numba: 0.000053647
xor_with_sha_key: 0.000072869
aes_encrypt: 0.000118128
_se_encrypt: 0.000764078
itr_count: 13
_get_2d_array: 0.000017592
dwt2d: 0.000255736
dwt2d: 0.000077072
sha256_with_key: 0.000021444
sha512_with_key: 0.000026926
xor_with_sha_key_numba: 0.000023148
xor_with_sha_key: 0.000046999
xor_with_sha_key_numba: 0.000054758
xor_with_sha_key: 0.000077980
aes_encrypt: 0.000118387
_se_encrypt: 0.000784059
itr_count: 14
_get_2d_array: 0.000017870
dwt2d: 0.000231088
dwt2d: 0.000095276
sha256_with_key: 0.000022481
sha512_with_key: 0.000026444
xor_with_sha_key_numba: 0.000022555
xor_with_sha_key: 0.000046777
xor_with_sha_key_numba: 0.000054018
xor_with_sha_key: 0.000073221
aes_encrypt: 0.000115516
_se_encrypt: 0.000776207
itr_count: 15
_get_2d_array: 0.000019315
dwt2d: 0.000232422
dwt2d: 0.000075777
sha256_with_key: 0.000021110
sha512_with_key: 0.000025963
xor_with_sha_key_numba: 0.000025462
xor_with_sha_key: 0.000050647
xor_with_sha_key_numba: 0.000055573
xor_with_sha_key: 0.000079628
aes_encrypt: 0.000116960
_se_encrypt: 0.000782523
itr_count: 16
_get_2d_array: 0.000017407
dwt2d: 0.000233885
dwt2d: 0.000076147
sha256_with_key: 0.000022852
sha512_with_key: 0.000027314
xor_with_sha_key_numba: 0.000023999
xor_with_sha_key: 0.000047574
xor_with_sha_key_numba: 0.000052888
xor_with_sha_key: 0.000072035
aes_encrypt: 0.000119702
_se_encrypt: 0.000793744
itr_count: 17
_get_2d_array: 0.000017833
dwt2d: 0.000236680
dwt2d: 0.000078684
sha256_with_key: 0.000023685
sha512_with_key: 0.000028592
xor_with_sha_key_numba: 0.000023018
xor_with_sha_key: 0.000046981
xor_with_sha_key_numba: 0.000054424
xor_with_sha_key: 0.000076295
aes_encrypt: 0.000138924
_se_encrypt: 0.000797930
itr_count: 18
_get_2d_array: 0.000017555
dwt2d: 0.000228496
dwt2d: 0.000079146
sha256_with_key: 0.000023184
sha512_with_key: 0.000028852
xor_with_sha_key_numba: 0.000022703
xor_with_sha_key: 0.000046702
xor_with_sha_key_numba: 0.000076609
xor_with_sha_key: 0.000131868
aes_encrypt: 0.000185330
_se_encrypt: 0.002689968
itr_count: 19
_get_2d_array: 0.000025870
dwt2d: 0.000297995
dwt2d: 0.000087276
sha256_with_key: 0.000036925
sha512_with_key: 0.000036240
xor_with_sha_key_numba: 0.000025370
xor_with_sha_key: 0.000053721
xor_with_sha_key_numba: 0.000055017
xor_with_sha_key: 0.000078110
aes_encrypt: 0.000136794
_se_encrypt: 0.000912280
itr_count: 20
_get_2d_array: 0.000020018
dwt2d: 0.000253903
dwt2d: 0.000078776
sha256_with_key: 0.000026315
sha512_with_key: 0.000029796
xor_with_sha_key_numba: 0.000024352
xor_with_sha_key: 0.000050388
xor_with_sha_key_numba: 0.000053184
xor_with_sha_key: 0.000073869
aes_encrypt: 0.000133442
_se_encrypt: 0.000816929
itr_count: 21
_get_2d_array: 0.000019907
dwt2d: 0.000239885
dwt2d: 0.000096424
sha256_with_key: 0.000025704
sha512_with_key: 0.000030962
xor_with_sha_key_numba: 0.000023963
xor_with_sha_key: 0.000049518
xor_with_sha_key_numba: 0.000055702
xor_with_sha_key: 0.000078443
aes_encrypt: 0.000130886
_se_encrypt: 0.000828744
itr_count: 22
_get_2d_array: 0.000019648
dwt2d: 0.000230570
dwt2d: 0.000075573
sha256_with_key: 0.000020629
sha512_with_key: 0.000029721
xor_with_sha_key_numba: 0.000024573
xor_with_sha_key: 0.000052351
xor_with_sha_key_numba: 0.000053110
xor_with_sha_key: 0.000074721
aes_encrypt: 0.000122535
_se_encrypt: 0.000793689
itr_count: 23
_get_2d_array: 0.000018815
dwt2d: 0.000237570
dwt2d: 0.000078387
sha256_with_key: 0.000021833
sha512_with_key: 0.000029981
xor_with_sha_key_numba: 0.000024314
xor_with_sha_key: 0.000048702
xor_with_sha_key_numba: 0.000059332
xor_with_sha_key: 0.000084276
aes_encrypt: 0.000124257
_se_encrypt: 0.000817244
itr_count: 24
_get_2d_array: 0.000019370
dwt2d: 0.000233329
dwt2d: 0.000080258
sha256_with_key: 0.000025036
sha512_with_key: 0.000029462
xor_with_sha_key_numba: 0.000025092
xor_with_sha_key: 0.000050240
xor_with_sha_key_numba: 0.000056462
xor_with_sha_key: 0.000079721
aes_encrypt: 0.000152256
_se_encrypt: 0.000824577
itr_count: 25
_get_2d_array: 0.000018944
dwt2d: 0.000244495
dwt2d: 0.000079628
sha256_with_key: 0.000025370
sha512_with_key: 0.000028741
xor_with_sha_key_numba: 0.000026352
xor_with_sha_key: 0.000052314
xor_with_sha_key_numba: 0.000057703
xor_with_sha_key: 0.000078239
aes_encrypt: 0.000152534
_se_encrypt: 0.000837911
itr_count: 26
_get_2d_array: 0.000019315
dwt2d: 0.000231033
dwt2d: 0.000078813
sha256_with_key: 0.000024833
sha512_with_key: 0.000030814
xor_with_sha_key_numba: 0.000024796
xor_with_sha_key: 0.000050074
xor_with_sha_key_numba: 0.000056962
xor_with_sha_key: 0.000079332
