File: 2MB_image.png
Buffer: 128
itr_count: 0
_get_2d_array: 0.000052184
dwt2d: 0.000318699
dwt2d: 0.000089425
sha256_with_key: 0.000046055
sha512_with_key: 0.000039721
xor_with_sha_key_numba: 0.000029574
xor_with_sha_key: 0.000062869
xor_with_sha_key_numba: 0.000062814
xor_with_sha_key: 0.000118369
aes_encrypt: 0.000192256
_se_encrypt: 0.001128761
itr_count: 1
_get_2d_array: 0.000021833
dwt2d: 0.000236533
dwt2d: 0.000079758
sha256_with_key: 0.000026555
sha512_with_key: 0.000029573
xor_with_sha_key_numba: 0.000024999
xor_with_sha_key: 0.000050832
xor_with_sha_key_numba: 0.000054018
xor_with_sha_key: 0.000075647
aes_encrypt: 0.000181534
_se_encrypt: 0.001129316
itr_count: 2
_get_2d_array: 0.000025888
dwt2d: 0.002656405
dwt2d: 0.002063081
sha256_with_key: 0.000044759
sha512_with_key: 0.000037444
xor_with_sha_key_numba: 0.000035481
xor_with_sha_key: 0.000076498
xor_with_sha_key_numba: 0.000057870
xor_with_sha_key: 0.000081647
aes_encrypt: 0.000194960
_se_encrypt: 0.005435900
itr_count: 3
_get_2d_array: 0.000027425
dwt2d: 0.002286281
dwt2d: 0.002817847
sha256_with_key: 0.000041536
sha512_with_key: 0.000036925
xor_with_sha_key_numba: 0.000037036
xor_with_sha_key: 0.000076666
xor_with_sha_key_numba: 0.000060369
xor_with_sha_key: 0.000085221
aes_encrypt: 0.000193293
_se_encrypt: 0.005812876
itr_count: 4
_get_2d_array: 0.000054555
dwt2d: 0.002690312
dwt2d: 0.002140709
sha256_with_key: 0.000063333
sha512_with_key: 0.000048092
xor_with_sha_key_numba: 0.000051796
xor_with_sha_key: 0.000107887
xor_with_sha_key_numba: 0.000059684
xor_with_sha_key: 0.000088646
aes_encrypt: 0.000265570
_se_encrypt: 0.005761896
itr_count: 5
_get_2d_array: 0.000027740
dwt2d: 0.002243892
dwt2d: 0.000864691
sha256_with_key: 0.000035055
sha512_with_key: 0.000033722
xor_with_sha_key_numba: 0.000028388
xor_with_sha_key: 0.000062999
xor_with_sha_key_numba: 0.000055981
xor_with_sha_key: 0.000079073
aes_encrypt: 0.000164053
_se_encrypt: 0.003702853
itr_count: 6
_get_2d_array: 0.000022777
dwt2d: 0.000235792
dwt2d: 0.000077758
sha256_with_key: 0.000025425
sha512_with_key: 0.000027999
xor_with_sha_key_numba: 0.000025573
xor_with_sha_key: 0.000051740
xor_with_sha_key_numba: 0.000055777
xor_with_sha_key: 0.000078406
aes_encrypt: 0.000129850
_se_encrypt: 0.000823432
itr_count: 7
_get_2d_array: 0.000017722
dwt2d: 0.000252330
dwt2d: 0.000075795
sha256_with_key: 0.000021685
sha512_with_key: 0.000026499
xor_with_sha_key_numba: 0.000023889
xor_with_sha_key: 0.000068222
xor_with_sha_key_numba: 0.000055888
xor_with_sha_key: 0.000078943
aes_encrypt: 0.000122332
_se_encrypt: 0.000814581
itr_count: 8
_get_2d_array: 0.000017537
dwt2d: 0.000227071
dwt2d: 0.000077665
sha256_with_key: 0.000021259
sha512_with_key: 0.000028518
xor_with_sha_key_numba: 0.000024055
xor_with_sha_key: 0.000047500
xor_with_sha_key_numba: 0.000055610
xor_with_sha_key: 0.000080647
aes_encrypt: 0.000122146
_se_encrypt: 0.000781710
itr_count: 9
_get_2d_array: 0.000017463
dwt2d: 0.000233033
dwt2d: 0.000078444
sha256_with_key: 0.000021945
sha512_with_key: 0.000028166
xor_with_sha_key_numba: 0.000022722
xor_with_sha_key: 0.000046277
xor_with_sha_key_numba: 0.000053351
xor_with_sha_key: 0.000072758
aes_encrypt: 0.000120684
_se_encrypt: 0.000767989
itr_count: 10
_get_2d_array: 0.000019148
dwt2d: 0.000228626
dwt2d: 0.000079999
sha256_with_key: 0.000023167
sha512_with_key: 0.000029185
xor_with_sha_key_numba: 0.000023148
xor_with_sha_key: 0.000047888
xor_with_sha_key_numba: 0.000054332
xor_with_sha_key: 0.000078628
aes_encrypt: 0.000126331
_se_encrypt: 0.000784452
itr_count: 11
_get_2d_array: 0.000016814
dwt2d: 0.000465734
dwt2d: 0.000083370
sha256_with_key: 0.000027741
sha512_with_key: 0.000029944
xor_with_sha_key_numba: 0.000024815
xor_with_sha_key: 0.000052851
xor_with_sha_key_numba: 0.000053480
xor_with_sha_key: 0.000073147
aes_encrypt: 0.000153535
_se_encrypt: 0.001066873
itr_count: 12
_get_2d_array: 0.000022815
dwt2d: 0.000246237
dwt2d: 0.000079313
sha256_with_key: 0.000022462
sha512_with_key: 0.000028777
xor_with_sha_key_numba: 0.000023981
xor_with_sha_key: 0.000047907
xor_with_sha_key_numba: 0.000057480
xor_with_sha_key: 0.000082054
aes_encrypt: 0.000127017
_se_encrypt: 0.000816265
itr_count: 13
_get_2d_array: 0.000020388
dwt2d: 0.000276107
dwt2d: 0.000079684
sha256_with_key: 0.000023833
sha512_with_key: 0.000028499
xor_with_sha_key_numba: 0.000024351
xor_with_sha_key: 0.000049018
xor_with_sha_key_numba: 0.000056406
xor_with_sha_key: 0.000076573
aes_encrypt: 0.000124850
_se_encrypt: 0.000835006
itr_count: 14
_get_2d_array: 0.000018833
dwt2d: 0.000267126
dwt2d: 0.000082017
sha256_with_key: 0.000023462
sha512_with_key: 0.000028148
xor_with_sha_key_numba: 0.000024870
xor_with_sha_key: 0.000051111
xor_with_sha_key_numba: 0.000057333
xor_with_sha_key: 0.000082055
aes_encrypt: 0.000121461
_se_encrypt: 0.000828470
itr_count: 15
_get_2d_array: 0.000018741
dwt2d: 0.000242237
dwt2d: 0.000083666
sha256_with_key: 0.000021814
sha512_with_key: 0.000027259
xor_with_sha_key_numba: 0.000023759
xor_with_sha_key: 0.000048888
xor_with_sha_key_numba: 0.000056777
xor_with_sha_key: 0.000077629
aes_encrypt: 0.000125053
_se_encrypt: 0.000825099
itr_count: 16
_get_2d_array: 0.000017888
dwt2d: 0.000245626
dwt2d: 0.000080592
sha256_with_key: 0.000039499
sha512_with_key: 0.000027833
xor_with_sha_key_numba: 0.000025981
xor_with_sha_key: 0.000052000
xor_with_sha_key_numba: 0.000057629
xor_with_sha_key: 0.000082240
aes_encrypt: 0.000124869
_se_encrypt: 0.000825895
itr_count: 17
_get_2d_array: 0.000022537
dwt2d: 0.000541492
dwt2d: 0.000086999
sha256_with_key: 0.000033666
sha512_with_key: 0.000033240
xor_with_sha_key_numba: 0.000027426
xor_with_sha_key: 0.000059721
xor_with_sha_key_numba: 0.000057314
xor_with_sha_key: 0.000078444
aes_encrypt: 0.000168053
_se_encrypt: 0.001211926
itr_count: 18
_get_2d_array: 0.000023684
dwt2d: 0.001554699
dwt2d: 0.000091369
sha256_with_key: 0.000035536
sha512_with_key: 0.000033500
xor_with_sha_key_numba: 0.000029684
xor_with_sha_key: 0.000065777
xor_with_sha_key_numba: 0.000058536
xor_with_sha_key: 0.000081833
aes_encrypt: 0.000208960
_se_encrypt: 0.002291873
itr_count: 19
_get_2d_array: 0.000023944
dwt2d: 0.000254312
dwt2d: 0.000079813
sha256_with_key: 0.000026333
sha512_with_key: 0.000031277
xor_with_sha_key_numba: 0.000025111
xor_with_sha_key: 0.000051129
xor_with_sha_key_numba: 0.000056147
xor_with_sha_key: 0.000077480
aes_encrypt: 0.000152627
_se_encrypt: 0.000860376
itr_count: 20
_get_2d_array: 0.000020018
dwt2d: 0.000249792
dwt2d: 0.000080832
sha256_with_key: 0.000022426
sha512_with_key: 0.000028111
xor_with_sha_key_numba: 0.000025111
xor_with_sha_key: 0.000051592
xor_with_sha_key_numba: 0.000058055
xor_with_sha_key: 0.000080795
aes_encrypt: 0.000122794
_se_encrypt: 0.000812117
itr_count: 21
_get_2d_array: 0.000019796
dwt2d: 0.000237534
dwt2d: 0.000078924
sha256_with_key: 0.000022833
sha512_with_key: 0.000027389
xor_with_sha_key_numba: 0.000025314
xor_with_sha_key: 0.000051351
xor_with_sha_key_numba: 0.000052925
xor_with_sha_key: 0.000073870
aes_encrypt: 0.000118202
_se_encrypt: 0.000782858
itr_count: 22
_get_2d_array: 0.000018166
dwt2d: 0.000256403
dwt2d: 0.000076406
sha256_with_key: 0.000024296
sha512_with_key: 0.000027962
xor_with_sha_key_numba: 0.000023870
xor_with_sha_key: 0.000049611
xor_with_sha_key_numba: 0.000055296
xor_with_sha_key: 0.000077851
aes_encrypt: 0.000126054
_se_encrypt: 0.000809358
itr_count: 23
_get_2d_array: 0.000018425
dwt2d: 0.000248145
dwt2d: 0.000073518
sha256_with_key: 0.000021981
sha512_with_key: 0.000025611
xor_with_sha_key_numba: 0.000023611
xor_with_sha_key: 0.000048185
xor_with_sha_key_numba: 0.000053851
xor_with_sha_key: 0.000075073
aes_encrypt: 0.000120073
_se_encrypt: 0.000778785
itr_count: 24
_get_2d_array: 0.000017592
dwt2d: 0.000231181
dwt2d: 0.000076591
sha256_with_key: 0.000020777
sha512_with_key: 0.000047203
xor_with_sha_key_numba: 0.000024055
xor_with_sha_key: 0.000048315
xor_with_sha_key_numba: 0.000054888
xor_with_sha_key: 0.000077240
aes_encrypt: 0.000119961
_se_encrypt: 0.000785192
itr_count: 25
_get_2d_array: 0.000016944
dwt2d: 0.000223627
dwt2d: 0.000074555
sha256_with_key: 0.000021092
sha512_with_key: 0.000025352
xor_with_sha_key_numba: 0.000022925
xor_with_sha_key: 0.000046240
xor_with_sha_key_numba: 0.000073647
xor_with_sha_key: 0.000097221
aes_encrypt: 0.000113924
_se_encrypt: 0.000762526
itr_count: 26
_get_2d_array: 0.000017444
dwt2d: 0.000232830
dwt2d: 0.000074054
sha256_with_key: 0.000022296
sha512_with_key: 0.000026148
xor_with_sha_key_numba: 0.000022722
xor_with_sha_key: 0.000046907
xor_with_sha_key_numba: 0.000054869
xor_with_sha_key: 0.000074073
